Geneid	/home/adilh/RIP-seq-Analysis/output/bowtie2/WT_IN3.bam
YMR091C	21
YMR173W-A	6
YMR180C	6
YML020W	6
YML088W	20
YML077W	12
YML125C	155
YMR318C	320
YMR115W	8
YMR266W	141
YML057W	10
YML055W	12
YMR105C	13
YMR268C	3
YML133W-B	2
YML090W	0
YML101C	6
YMR012W	445
tY(GUA)M2	0
YMR202W	411
YMR083W	452
snR76	18
YMR017W	0
YML085C	222
YML013W	29
YMR224C	10
YMR059W	7
YMR072W	35
YMR304W	29
YML087C	3
YMR195W	2
YMR240C	5
YMR308C	356
YML001W	73
YML114C	11
YMR319C	56
YML075C	72
YMR075W	7
YML129C	4
YML073C	153
YMR149W	26
YMR233W	3
YMR048W	4
YML030W	6
YMR118C	1
YMR260C	83
YMR135W-A	0
tM(CAU)M	0
YML056C	1062
YML064C	6
YML132W	33
YML113W	3
YML058W-A	1
YMR136W	0
YML091C	16
YMR199W	13
YMR286W	3
YMR025W	1
YMR112C	3
YML127W	61
YML005W	13
YMR160W	8
YMR046W-A	1
YMR096W	16
YML133C	41
YMR246W	229
YMR052C-A	0
YMR120C	62
YMR052W	0
YML100W-A	1
YML049C	49
YMR065W	8
YMR098C	26
YMR302C	42
YMR075C-A	1
YML060W	7
YMR080C	95
YMR156C	1
YMR294W	0
YMR167W	18
YMR242W-A	0
YMR079W	101
YMR275C	14
YMR100W	31
YMR030W-A	1
YMR161W	14
YMR183C	25
YML021C	14
YML074C	39
YMR157C	16
YMR110C	33
YMR097C	9
YMR111C	1
YML011C	4
YMR064W	12
YML082W	19
YMR300C	44
YMR262W	7
YMR031C	28
YMR016C	1
YMR066W	5
YMR007W	0
YMR201C	3
YMR232W	5
YMR200W	40
YMR297W	563
YML026C	926
YML023C	19
YMR143W	407
YMR073C	5
YML069W	65
YML050W	1
YML099W-A	1
YMR211W	19
tF(GAA)M	0
YMR283C	5
snR74	14
RNA170	0
YML078W	27
YMR142C	1417
YMR203W	70
YMR077C	3
YMR245W	0
YMR284W	10
YMR089C	26
YMR134W	2
YMR290W-A	0
YMR095C	3
snR83	10204
snR73	26
tH(GUG)M	0
YMR099C	169
YMR132C	1
YML115C	48
snR11	11168
YMR086W	12
YMR044W	9
YMR222C	4
YMR272W-A	2
YMR321C	9
YML131W	41
YML038C	45
YML122C	0
YMR036C	9
YML012W	240
YML100W	15
YMR312W	0
YML112W	2
YML099C	23
YML123C	107
tV(AAC)M3	0
YMR141C	0
YMR324C	0
YMR207C	38
YMR236W	20
YML034C-A	0
YMR204C	1
YMR011W	66
YML008C	77
YMR109W	43
YMR004W	10
YMR158C-A	0
YMR216C	71
YMR159C	2
YMR307C-A	11
YMR272C	70
YMR106C	8
YML092C	63
tV(AAC)M2	0
YML104C	27
YML058W	11
tW(CCA)M	25
YMR148W	1
YMR168C	14
YML063W	5082
YMR008C	35
YMR294W-A	0
YMR177W	26
YMR213W	0
YMR192W	1
YMR326C	0
YMR014W	3
YMR020W	15
snR86	24235
YMR208W	38
YML098W	5
YMR133W	0
YML028W	421
YMR285C	22
YMR040W	1
YMR094W	6
YMR189W	34
YML128C	12
YML022W	376
YMR299C	2
YMR227C	5
YMR119W	34
YMR255W	1
YMR024W	17
YML054C	2
YMR317W	1
YMR084W	0
YMR274C	13
YMR215W	59
YMR277W	16
YMR033W	25
YML094C-A	1
YML041C	7
YMR305C	56
YMR315W-A	0
YMR237W	63
YML095C	1
YMR018W	0
YMR163C	7
YML027W	0
ZOD1	0
tD(GUC)M	1
YMR162C	28
YMR158W	4
YMR210W	18
YMR316C-A	0
YMR241W	256
YMR205C	603
YMR235C	170
YMR047C	27
YMR259C	38
YMR175W-A	0
YMR281W	15
YMR261C	58
YMR026C	13
YML010W	100
YMR150C	42
YMR067C	3
YMR179W	13
YMR126C	6
YML032C	12
YML018C	41
YML081W	50
YMR003W	3
YMR221C	62
YMR257C	12
YML068W	10
YMR117C	3
YMR060C	8
YMR144W	6
YMR068W	4
YML097C	11
YMR182C	2
YMR295C	59
YMR181C	0
YML080W	24
YMR194C-B	0
YMR140W	3
YMR058W	411
YMR076C	16
YMR239C	16
tG(GCC)M	1
YMR242C	1352
YMR306C-A	0
YMR193C-A	1
YMR114C	6
YMR009W	1
YMR088C	90
YMR253C	6
YMR103C	8
YMR254C	0
YMR303C	484
YMR316W	1
YML017W	46
YMR104C	7
YMR309C	242
YML133W-A	0
YMR155W	20
YMR313C	7
YMR028W	4
snR72	5
YMR154C	8
tY(GUA)M1	2
snR75	13
YML096W	30
YML016C	16
YML006C	9
YMR178W	43
YML109W	13
YML015C	3
YMR197C	7
YML014W	23
YML106W	364
YML025C	5
tS(AGA)M	0
YMR172C-A	0
YMR193W	7
YML052W	62
YML079W	40
YML101C-A	0
YML047C	4
YMR174C	0
YMR218C	53
YMR315W	48
YMR001C	43
tV(AAC)M1	0
tE(UUC)M	8
YML121W	18
YMR085W	1
YMR105W-A	0
YMR122C	0
snR78	23
YMR217W	292
tA(AGC)M2	0
YMR298W	22
YMR057C	0
YML042W	3
YMR320W	3
YMR287C	16
YMR289W	12
YML048W	134
YMR250W	17
YMR230W-A	0
YMR124W	6
YMR311C	9
snR77	28
YMR322C	0
YML119W	5
YML043C	7
YML046W	31
YML004C	88
YMR071C	51
YMR229C	612
YMR063W	1
YMR301C	31
YMR276W	30
YMR002W	67
YML081C-A	6
YML019W	93
YMR176W	35
YMR158W-B	0
YML108W	5
YMR198W	16
YML094W	10
YMR006C	86
YML003W	3
YML057C-A	0
YML009C-A	5
tQ(CUG)M	12
YML093W	26
YMR116C	10194
YMR196W	20
YML053C	2
YMR151W	0
YML009C	6
YMR070W	0
YMR219W	13
YML037C	2
YMR280C	0
YMR170C	13
YMR123W	5
YML012C-A	2
YMR019W	17
YMR206W	0
YMR165C	11
YMR010W	41
YMR184W	8
YML126C	369
YMR244W	1
YMR279C	1
YMR316C-B	0
YMR107W	0
YML054C-A	0
YMR043W	5
tA(AGC)M1	0
YMR270C	8
YMR175W	0
YML009W-B	0
YMR035W	18
YMR108W	395
YML002W	5
YML111W	29
YMR278W	32
YMR185W	45
YMR304C-A	6
YML084W	0
YMR258C	34
YMR023C	7
YMR291W	10
YMR041C	6
YMR029C	23
YMR092C	124
YMR138W	7
YMR122W-A	6
YMR053C	2
YMR220W	44
YMR087W	1
YML031W	70
YML118W	0
YML120C	7
YMR078C	14
tL(CAA)M	5
YMR042W	5
YMR251W	0
YMR223W	19
YML007C-A	0
YMR256C	3
YMR214W	34
tP(UGG)M	10
YMR055C	4
YML117W	45
YMR271C	7
snR24	11
YMR226C	210
YML110C	110
YML047W-A	0
YML007W	16
YMR190C	13
YMR225C	1
YMR264W	39
YMR037C	3
YML024W	1573
YML083C	0
YMR182W-A	0
YMR030W	3
YMR187C	2
YMR238W	41
YML061C	12
YMR130W	22
YMR005W	7
YMR054W	124
YMR209C	35
YML102W	16
YMR194W	319
YMR252C	2
YMR164C	3
YMR074C	67
YML065W	8
YMR243C	255
snR85	255
YMR145C	93
YML071C	9
YMR015C	53
YML070W	174
YMR125W	105
YMR325W	0
YMR141W-A	0
YML072C	166
YML105C	32
YMR119W-A	2
YMR069W	5
YMR293C	9
YML124C	64
YMR090W	3
YML029W	17
YMR171C	27
YMR102C	20
YMR188C	11
YMR269W	1
YMR128W	55
YMR039C	8
YMR230W	545
YMR267W	9
YMR247C	97
YMR152W	21
YMR251W-A	15
YMR146C	74
YMR228W	10
YMR032W	21
YMR013C-A	0
YMR001C-A	3
YMR031W-A	0
YMR153W	29
YMR056C	4
YMR282C	17
YMR234W	4
YMR323W	0
YMR062C	77
YMR247W-A	0
YMR038C	59
YMR049C	80
YMR272W-B	0
YMR147W	0
YML067C	60
tK(CUU)M	0
tR(UCU)M1	0
YML107C	9
snR54	12
YMR231W	24
YMR081C	0
YML051W	22
YMR314W	83
YMR113W	21
YML031C-A	1
YMR263W	5
YML034W	12
YMR131C	219
YMR310C	2
YMR034C	6
YML103C	105
YMR306W	3
YMR169C	2
YMR186W	3687
YML059C	44
YML086C	52
YMR013C	16
YMR127C	14
YMR153C-A	0
YMR212C	113
YMR296C	7
YMR101C	0
YMR166C	2
YMR061W	27
YMR288W	14
YMR265C	11
YML116W	27
YML130C	59
YMR273C	3
YMR292W	7
YMR137C	2
YMR013W-A	0
YML076C	7
YMR082C	0
tR(UCU)M2	1
YMR022W	11
YML062C	5
YMR086C-A	1
YML035C	34
YMR173W	2
YMR194C-A	1
YMR093W	56
YML036W	4
YMR307W	829
YML116W-A	3
YMR021C	12
YMR135C	7
YMR121C	263
YMR129W	148
YML066C	0
YMR045C	59
YMR050C	43
YML045W	57
YML040W	0
YML045W-A	0
YMR046C	0
YMR051C	0
YML039W	65
YBR225W	3
YBR182C-A	0
YBL055C	47
YBR293W	23
YBR223W-A	0
YBR115C	40
YBR031W	1166
YBL108C-A	0
YBR116C	0
YBR241C	27
YBR182C	2
YBR134W	0
YBL037W	21
YBR019C	0
YBR022W	5
YBR121C-A	0
YBR119W	1
YBL022C	101
snR161	181
YBR243C	62
YBR234C	180
YBR179C	12
YBR247C	18
YBR124W	0
YBL086C	2
YBL065W	0
YBR227C	15
YBR218C	184
YBR244W	21
YBR160W	15
YBL080C	6
YBR083W	5
YBR294W	0
tI(AAU)B	0
YBR091C	3
YBR284W	0
YBR158W	50
YBR111W-A	3
YBL071C	0
YBR126W-B	8
YBR229C	81
YBR042C	36
YBR150C	10
YBR298C	5
YBR143C	271
YBR014C	15
tS(AGA)B	0
YBR259W	13
YBR060C	13
YBR180W	0
YBL034C	12
YBR212W	4
YBR071W	1
YBL074C	6
YBL107C	5
YBR097W	39
YBR136W	36
YBR039W	70
YBL089W	12
YBL067C	52
YBR270C	2
YBR087W	31
YBR121C	524
YBR026C	26
YBR197C	0
YBR027C	0
YBR177C	74
YBR176W	8
YBR230W-A	1
YBR090C	0
YBL071C-B	0
YBR064W	0
YBR044C	10
YBL068W	55
YBR216C	47
YBR271W	25
YBR084W	590
YBR065C	11
YBR245C	46
YBR085W	6
YBR059C	26
YBR068C	294
YBR285W	0
YBR041W	79
YBR252W	50
YBL082C	23
YBL002W	19
YBL098W	47
YBR117C	0
YBR214W	1
YBR169C	25
YBR207W	36
YBR155W	3
YBL106C	8
YBR237W	3
YBR193C	3
YBR149W	70
YBR013C	4
YBL063W	10
YBL029C-A	3
YBR147W	1
YBR246W	3
YBR002C	10
YBR023C	177
YBL088C	22
YBL064C	42
YBL007C	87
tL(UAA)B2	0
YBL093C	15
YBL091C	91
YBR142W	75
YBR047W	0
YBR238C	7
YBR067C	4
YBR010W	173
YBL054W	4
YBR209W	0
YBL060W	5
YBR089W	1
YBR025C	856
YBR040W	6
YBR230C	0
YBL027W	1910
YBL100C	1
YBR261C	28
YBR034C	118
YBR101C	30
YBL010C	3
YBR053C	59
YBL059C-A	3
YBR255C-A	0
YBL042C	203
YBL039C	560
YBR217W	4
YBR200W-A	0
YBL003C	263
YBR069C	234
YBR056W-A	0
YBR009C	186
YBL038W	12
YBR056C-B	0
YBR081C	19
YBR007C	0
YBR146W	34
YBR171W	17
YBL028C	12
YBR135W	9
YBR264C	3
YBR043C	24
YBL059W	0
YBR131W	4
YBR233W-A	1
YBR092C	195
YBR126C	40
YBR057C	7
YBR086C	80
YBR174C	1
snR56	15
YBR281C	43
YBL103C	1
tG(GCC)B	0
YBR159W	145
YBR118W	13170
YBL004W	378
YBR163W	19
YBL013W	1
YBL112C	1
YBR231C	3
YBL066C	6
YBR008C	13
YBL015W	8
YBR038W	27
YBL018C	13
YBR253W	7
YBL068W-A	0
YBR058C	34
YBL084C	9
YBR224W	0
YBR077C	11
YBL087C	906
YBR098W	8
YBR239C	1
YBR168W	5
YBL046W	7
YBR003W	35
YBR215W	4
LSR1	66878
YBL025W	1
YBR105C	3
YBR200W	23
YBR190W	0
YBR248C	74
YBR145W	29
YBL047C	104
YBR099C	0
YBL014C	40
YBR062C	6
YBL092W	1234
YBR240C	5
YBR251W	18
YBR199W	97
YBR128C	0
YBR139W	35
YBL070C	1
YBR054W	40
YBL039W-B	1
YBR072W	5
YBR111C	62
YBL001C	31
YBR110W	31
YBL111C	29
YBL036C	32
tR(UCU)B	0
YBL094C	0
YBR033W	1
YBL073W	0
YBR096W	72
YBL053W	0
YBR030W	23
YBL076C	1229
YBR256C	67
YBR162W-A	9
YBL077W	3
YBR156C	1
YBL012C	1
YBL008W-A	0
YBR297W	9
YBR189W	4815
YBL096C	2
YBR011C	476
YBL041W	84
YBL081W	0
YBR089C-A	10
YBR103C-A	0
YBR296C	1
YBL040C	96
YBR165W	10
YBL026W	11
YBR082C	31
YBR280C	7
YBR061C	25
YBL016W	11
YBR175W	37
YBR029C	28
YBL057C	41
YBR298C-A	0
YBR192W	10
tQ(UUG)B	2
YBR302C	35
YBR254C	12
YBR204C	17
YBR220C	66
YBR222C	44
YBR290W	10
YBR162C	120
YBR167C	3
YBL033C	20
YBR228W	1
YBR263W	554
YBR250W	1
YBR272C	38
YBR120C	1
YBR084C-A	701
YBL062W	0
YBR301W	0
YBR076W	0
YBR210W	17
YBR106W	629
YBR005W	6
YBR153W	4
YBR132C	8
YBR166C	41
YBR221W-A	0
YBR131C-A	0
YBR161W	18
YBR109C	75
YBR255W	4
YBR205W	109
YBR296C-A	0
YBL043W	1
YBR130C	4
YBR206W	6
YBR122C	17
YBR295W	80
YBR004C	14
YBR202W	33
YBR001C	21
YBL113C	9
YBR288C	33
YBR282W	4
YBL072C	1690
YBR103W	18
YBR107C	7
YBL024W	129
YBR012C	1
YBR188C	0
YBL075C	12
YBR102C	13
YBR006W	12
YBL051C	5
YBR196C	1737
YBL031W	2
YBR141W-A	0
YBL006W-A	2
YBL100W-C	0
YBR236C	34
YBR276C	42
YBR036C	112
YBR045C	2
YBR291C	5
YBR137W	14
YBR079C	115
YBR017C	109
YBL044W	0
YBL023C	37
YBR127C	394
YBR152W	0
YBR035C	72
YBR289W	15
YBL017C	273
YBR157C	6
YBL104C	19
YBL109W	0
tL(UAA)B1	0
YBR072C-A	0
YBR300C	0
YBR195C	11
YBR233W	0
YBR262C	8
YBR020W	1
YBR085C-A	6
YBR123C	9
YBR221C	221
YBL029W	0
YBL045C	41
YBR191W-A	101
YBR154C	55
YBR278W	3
YBR273C	14
YBR032W	1
YBR048W	114
YBR104W	43
YBL079W	97
YBR265W	42
YBR249C	341
YBR203W	3
YBR184W	2
YBR170C	19
YBR173C	4
YBR133C	61
YBR275C	22
YBL108W	0
YBL113W-A	0
YBL085W	8
YBL052C	21
YBL009W	8
YBR283C	188
YBR094W	59
YBR258C	1
YBR201W	9
YBR070C	23
tE(UUC)B	4
YBR198C	7
YBL056W	151
YBL099W	121
YBR257W	2
YBR126W-A	0
YBR242W	9
YBL008W	13
YBR181C	2577
tC(GCA)B	2
YBR052C	43
YBR093C	19
YBR049C	33
YBR056W	45
YBL030C	34
tT(AGU)B	0
YBR141C	3
YBR226C	0
YBL005W	6
YBR151W	55
YBR144C	0
YBR178W	0
YBR138C	4
YBL090W	7
YBL105C	32
YBL102W	67
YBL011W	51
YBR095C	7
YBR196C-B	0
YBL048W	0
YBR066C	1
YBR292C	0
YBR018C	0
YBR194W	4
YBR076C-A	5
YBR108W	1
YBR046C	6
YBR235W	84
YBR274W	16
YBL006C	15
YBR186W	0
YBR277C	0
YBR185C	9
YBL078C	1
YBR037C	24
YBR015C	42
YBR016W	0
YBL107W-A	0
YBL071W-A	3
YBR269C	2
YBR266C	0
YBR055C	13
YBR088C	50
tV(UAC)B	0
YBL019W	3
YBR112C	16
YBR164C	38
YBR148W	0
YBL020W	74
YBR208C	119
tD(GUC)B	5
YBR172C	11
YBL097W	16
YBR050C	1
YBR183W	11
YBR213W	1
YBR113W	0
YBL091C-A	3
YBR196C-A	0
YBR286W	414
YBR268W	5
YBR058C-A	18
YBR287W	84
YBL083C	0
YBL061C	22
YBR267W	24
YBR114W	3
YBL032W	15
YBR219C	1
tF(GAA)B	1
YBR299W	1
YBR191W	2351
YBR125C	11
YBL069W	4
YBR223C	3
YBR074W	89
YBR201C-A	0
YBR187W	189
YBL021C	1
YBL049W	1
YBL035C	6
YBL095W	16
YBR073W	58
YBR109W-A	0
YBR260C	11
YBR279W	12
YBR211C	6
YBR078W	193
YBR063C	6
YBR028C	13
YBL039C-A	0
YBR129C	18
YBL050W	70
YBR051W	0
YBR080C	86
YBL058W	100
YBL101C	6
YBR140C	105
YBR021W	19
YBR232C	0
YBR024W	8
YBL005W-B	52
YBL100W-A	0
YBR012W-B	44
YBR012W-A	0
YBL005W-A	0
YBL100W-B	20
YNR017W	19
YNL105W	0
YNR069C	3
YNL306W	37
YNL288W	8
YNL191W	12
YNL150W	1
YNL097C	4
tN(GUU)N1	0
YNL137C	56
YNL331C	5
YNL030W	204
YNL297C	50
YNL102W	33
YNR026C	17
YNL152W	6
YNL140C	0
YNL099C	6
YNL182C	57
YNL180C	6
YNR001C	31
YNL091W	21
YNL157W	7
YNL315C	23
YNL221C	26
YNR052C	34
YNL061W	42
YNL284C	26
YNR040W	7
YNL246W	19
YNL097W-A	0
YNL121C	63
snR191	4023
YNL043C	0
YNR055C	62
YNL039W	4
YNR036C	61
YNL304W	7
YNL119W	14
YNL034W	0
YNL187W	4
YNL310C	3
YNL277W	4
YNL126W	30
tL(UAA)N	0
YNL210W	0
YNR041C	67
YNL193W	10
YNL301C	506
YNL263C	13
YNL059C	11
YNL028W	0
YNL044W	28
YNL026W	25
YNL067W	846
YNL205C	0
YNL104C	281
YNL169C	59
YNL268W	74
YNL162W	644
YNL257C	26
YNL229C	12
YNL042W-B	3
YNL248C	72
YNR045W	7
YNR051C	20
YNL190W	5
YNL194C	0
YNL080C	13
YNR005C	0
YNR064C	0
YNL145W	0
YNR068C	2
YNL323W	56
YNL003C	20
YNL199C	5
YNL048W	69
YNL072W	6
YNL224C	10
YNL067W-A	0
YNR032W	27
YNL206C	24
YNR062C	2
YNL203C	0
YNL273W	19
tI(AAU)N1	1
YNL213C	2
YNL055C	55
YNL170W	3
YNR013C	5
YNL269W	0
YNR020C	1
YNL041C	18
YNL234W	9
YNL165W	7
YNL116W	3
YNL008C	24
YNL309W	0
YNR015W	19
YNR075W	6
YNL025C	4
YNL058C	3
YNL313C	65
YNL122C	3
YNL094W	10
YNL001W	39
YNL317W	6
YNL035C	30
YNL007C	55
YNL162W-A	1
YNR039C	1
YNL103W-A	0
tL(CAA)N	3
YNL052W	19
YNL120C	0
YNL002C	28
YNL311C	10
YNR007C	3
YNL291C	32
YNL195C	3
YNL087W	130
tF(GAA)N	0
YNL217W	21
YNL029C	23
YNR028W	22
YNL009W	1
YNL024C-A	9
YNL334C	0
YNL319W	0
YNL295W	6
tN(GUU)N2	0
YNL192W	80
YNL149C	39
YNL071W	97
YNL089C	1
YNL308C	22
YNL239W	51
YNL275W	21
YNR071C	1
YNL226W	0
YNL040W	28
YNL117W	1
YNL050C	4
YNL086W	1
YNL017C	1
YNR070W	6
YNR067C	109
YNL305C	7
YNL015W	4
YNL146C-A	0
YNL063W	10
YNL294C	21
YNR046W	7
YNL167C	1
YNL280C	107
YNR002C	0
YNL036W	3
YNL075W	31
YNR058W	7
YNL054W	15
YNR006W	2
YNR042W	4
YNL261W	25
YNL188W	6
YNL146W	0
YNL228W	2
YNL211C	1
YNR021W	131
YNL201C	58
YNR033W	35
YNR034W	4
YNL272C	19
YNL245C	0
YNR074C	22
YNL123W	104
YNR016C	841
YNL223W	7
YNR032C-A	2
YNL133C	0
YNL178W	5929
YNL065W	127
YNR043W	79
YNL021W	28
YNL124W	17
YNL312W	56
YNL143C	2
YNL251C	6
snR40	61
YNL299W	12
snR19	18542
YNR049C	2
YNL163C	65
YNR073C	2
YNL127W	14
YNL118C	26
tT(AGU)N2	0
YNL189W	132
YNL290W	37
YNR025C	1
YNL250W	9
YNL314W	3
YNL227C	9
YNL218W	8
YNL004W	25
YNR023W	6
YNL092W	2
YNL324W	0
YNL233W	8
YNL155W	23
YNL020C	10
YNL076W	3
YNL200C	4
YNL177C	12
YNL077W	5
YNL293W	19
YNL098C	46
YNR004W	1
YNL049C	49
YNR019W	39
YNL031C	175
YNL019C	1
YNL214W	2
YNL006W	25
YNR030W	51
YNL038W	12
YNL090W	25
YNL151C	13
YNL254C	8
YNR008W	23
YNR038W	30
YNR003W-A	0
YNL307C	96
YNL131W	59
YNL265C	6
YNL175C	81
YNL042W	0
YNL022C	47
YNL056W	11
YNL011C	13
YNL329C	26
YNL074C	5
YNL093W	0
YNR047W	17
YNL183C	7
YNL057W	0
YNL238W	86
YNL154C	62
YNL267W	11
tP(UGG)N2	8
YNL014W	0
NME1	7817
YNL078W	17
YNL209W	3572
YNL253W	16
YNL173C	8
YNL066W	56
YNL321W	3
YNR054C	2
YNR072W	0
YNR076W	0
YNR031C	64
YNL110C	10
YNL232W	17
YNL262W	55
YNL142W	19
YNL129W	6
YNR014W	1
YNL005C	29
YNL174W	3
YNL335W	1
YNL240C	36
YNL318C	0
YNL256W	66
YNL012W	2
YNR029C	8
YNL130C-A	0
YNL107W	13
YNR065C	14
YNL332W	0
YNL023C	35
YNR056C	2
YNL186W	21
YNL153C	16
YNL130C	110
YNL088W	64
YNL216W	76
YNL276C	3
YNL108C	13
YNL252C	11
YNL181W	23
YNL197C	3
YNL064C	223
YNL202W	4
YNL283C	16
YNL147W	10
YNL286W	1
YNL337W	0
YNL322C	3
YNL158W	1
YNL168C	36
YNL259C	12
YNR022C	12
YNR077C	0
YNL068C	1
tI(AAU)N2	0
YNL037C	31
YNL085W	186
YNL051W	9
YNL148C	0
YNR075C-A	0
YNL255C	177
YNL070W	0
tD(GUC)N	4
tT(AGU)N1	0
YNL271C	34
YNL198C	0
YNR018W	20
YNL327W	28
YNL236W	23
YNR001W-A	0
YNL053W	7
YNL281W	52
YNL279W	34
YNL156C	23
YNL260C	1
YNL222W	14
YNL235C	0
YNR059W	14
YNR044W	7
YNL225C	7
YNL215W	1
YNL326C	8
YNL100W	14
YNR009W	4
YNR066C	6
YNL339W-A	0
snR66	28
YNL266W	0
YNL292W	26
YNL242W	13
YNR057C	2
tG(UCC)N	2
YNL067W-B	0
YNL166C	14
YNL111C	10
YNL069C	2174
YNL277W-A	0
YNL128W	0
YNL300W	0
YNL179C	0
YNR050C	126
snR49	1280
YNL138W	67
YNR048W	6
YNL302C	1976
YNL045W	53
YNL125C	8
YNL207W	45
YNR011C	6
YNL241C	77
YNL112W	513
YNL249C	10
YNL270C	2
YNL115C	16
YNL073W	36
YNL082W	11
YNL097C-B	0
YNR034W-A	0
YNL296W	1
YNL138W-A	4
YNL196C	0
YNL109W	0
YNL101W	33
YNR012W	41
YNL114C	0
YNL237W	5
YNL084C	24
YNL289W	4
YNL171C	1
YNL208W	111
YNL010W	304
YNL134C	83
YNR053C	196
tP(AGG)N	0
YNL231C	33
YNL230C	4
YNL339W-B	0
YNL258C	42
YNL328C	2
YNL081C	5
YNR037C	8
YNR063W	6
YNL339C	53
YNR060W	3
YNL287W	218
YNL095C	11
YNL096C	65
YNL282W	4
YNL047C	6
YNL139C	85
tP(UGG)N1	0
YNL298W	5
YNL113W	14
YNR003C	17
YNL316C	0
YNL016W	103
YNL330C	34
YNR010W	3
YNL172W	49
YNL132W	66
YNR027W	18
YNL083W	8
YNL013C	0
YNL164C	6
YNL274C	6
YNL176C	1
YNR061C	90
YNL303W	0
YNR035C	29
YNL160W	3
YNR024W	4
YNL024C	7
YNL018C	0
YNL033W	2
YNL141W	127
YNL320W	10
YNL204C	0
YNL106C	17
YNL338W	0
YNL161W	18
YNL247W	100
YNL285W	1
YNL062C	57
YNL325C	9
YNL046W	18
YNL032W	14
YNL135C	120
YNL212W	29
YNL243W	61
YNL103W	18
YNL144W-A	0
YNL333W	8
YNL027W	1
YNL278W	10
YNL144C	2
YNL159C	2
YNL220W	183
YNL184C	0
YNL336W	40
YNL264C	22
YNL136W	3
YNL185C	1
YNL219C	90
YNL079C	114
YNL244C	90
YNL054W-B	41
YNL284C-B	67
YNL284C-A	0
YNL054W-A	0
YJL160C	0
YJL204C	17
YJR105W	572
YJR129C	6
YJL139C	10
YJL062W-A	18
YJL110C	4
YJR088C	52
YJL213W	8
YJR046W	33
YJL020C	26
YJL187C	11
YJR131W	27
YJL133W	4
YJL086C	0
YJR053W	11
YJR044C	5
YJR100C	12
YJR012C	1
YJR067C	3
YJR146W	5
YJR140W-A	1
YJR130C	13
YJR069C	45
tV(AAC)J	4
YJR120W	1
YJL186W	127
YJL008C	209
YJL061W	53
YJR085C	71
YJR040W	31
YJL189W	223
YJR039W	9
YJL202C	0
YJL009W	1
YJR005W	44
YJL006C	10
YJR150C	0
YJR098C	3
YJL103C	0
YJL156C	27
YJL185C	2
YJL135W	0
YJR138W	19
YJL108C	0
YJR037W	0
YJR079W	3
YJR049C	14
YJR008W	6
YJR023C	0
YJR002W	54
YJR145C	2938
YJR048W	7
YJR009C	1360
YJL222W-A	0
YJL173C	6
YJR014W	21
YJR135W-A	2
YJR045C	263
YJL176C	27
YJL193W	16
YJR128W	1
YJL159W	15
YJL030W	8
YJL047C	10
YJL194W	10
YJL195C	1
YJR108W	0
YJL199C	3
YJL216C	1
YJL011C	2
YJR060W	5
YJR119C	2
YJR092W	25
YJL051W	14
YJR071W	0
YJR115W	0
YJL010C	32
YJL084C	12
YJR030C	34
YJL119C	0
YJL221C	6
YJR140C	36
YJR161C	14
YJL136C	390
tR(ACG)J	0
YJL146W	8
YJL060W	30
tW(CCA)J	11
YJL117W	80
YJL149W	4
YJR063W	6
YJL067W	0
YJL164C	13
YJL223C	0
YJL079C	3
snR3	1151
YJL156W-A	0
YJL106W	2
YJL171C	176
YJL058C	5
tL(UAG)J	0
YJL132W	6
YJL172W	134
YJR114W	2
YJL093C	61
YJL163C	2
YJR153W	0
YJL179W	4
YJR080C	16
YJL037W	0
YJL104W	7
YJL050W	134
YJL002C	244
YJR084W	12
YJL220W	0
YJR034W	7
YJR019C	3
YJR093C	2
YJL201W	11
YJL161W	1
YJR021C	1
YJL070C	9
snR128	368
YJL029C	15
YJR010W	8
YJR151W-A	0
tD(GUC)J3	4
YJR144W	34
YJL073W	12
YJL022W	0
YJR038C	1
snR37	11516
YJR094W-A	545
YJL052W	205
YJR139C	882
YJR158W	0
YJL089W	0
YJL077W-B	0
YJL016W	13
YJL127W-A	2
YJR007W	26
tA(AGC)J	1
YJR096W	8
YJL032W	0
YJR065C	69
YJL019W	8
YJR082C	0
YJL181W	11
YJR095W	0
YJR086W	1
YJL077C	1
tR(UCU)J2	0
YJR006W	20
YJR072C	66
YJL118W	0
YJL184W	7
YJR133W	39
YJR025C	19
YJR018W	0
YJL095W	10
YJR147W	4
YJL043W	1
YJL107C	2
YJL012C	179
YJR121W	235
YJL145W	33
YJL153C	6
YJL088W	2
YJR064W	498
YJL137C	5
YJL074C	18
YJL111W	145
YJL158C	25
YJR016C	1147
YJR099W	3
YJL208C	12
YJL048C	4
YJL197W	37
YJR074W	22
YJL127C-B	13
tD(GUC)J4	2
YJL020W-A	0
YJL078C	8
YJL165C	18
YJR117W	7
YJR057W	18
YJR160C	3
YJL134W	32
YJL219W	0
YJL081C	47
YJL054W	56
YJR137C	74
tK(CUU)J	0
YJL038C	0
YJR056C	6
YJL072C	9
YJR152W	6
YJL142C	0
YJL192C	42
YJR001W	230
YJR110W	12
YJL190C	1445
YJL182C	0
YJL099W	7
YJL090C	8
YJL055W	34
YJL085W	15
YJR109C	208
YJL167W	136
tM(CAU)J3	0
YJL127C	5
YJR004C	323
YJL036W	5
YJL150W	0
YJL168C	16
YJR036C	1
YJL162C	8
YJR106W	5
YJR043C	4
YJR066W	70
YJL001W	89
YJR061W	5
YJL212C	39
YJL024C	2
